NAME,DATE,REVIEW_BODY,PROFILE_PIC,RATINGS_ID
Dylan Ring,October 2009, My partner and I always wanted to visit. And I would do it again! The town was very cute. BEST TRIP EVER! Why didn't I find this place sooner? The view form the back porch was to die for. The place smelled very bad! Very much worth it. I want my money back. But seriously tell all your friends! You can tell the owner really likes bears. NO INDOOR PLUMBING!! The owner wouldn't let me bring my pet bear. It was quite a drive from the airport. But the owner was cool. I came here for my honemoon. The owner has the best style. BE WARNED! I wish I could have stayed longer. We had so much fun! I do not regret anything! The torcher chamber was a bit too much.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,19
Leah Cardon,September 2009, But seriously tell all your friends! The town was very cute. It was quite a drive from the airport. And I would do it again! Very much worth it. The view form the back porch was to die for. The torcher chamber was a bit too much. But the owner was cool. I want my money back. I wish I could have stayed longer. The place smelled very bad! NO INDOOR PLUMBING!! The owner wouldn't let me bring my pet bear. My partner and I always wanted to visit. You can tell the owner really likes bears. Why didn't I find this place sooner? I do not regret anything! The owner has the best style. BEST TRIP EVER! This place is awesome! We had so much fun! BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,19
Derek Warner-Reyes,September 2013, I came here for my honemoon. NO INDOOR PLUMBING!! And I would do it again! We had so much fun! But seriously tell all your friends! I do not regret anything! But the owner was cool. This place is awesome! My partner and I always wanted to visit. I want my money back. BEST TRIP EVER! The owner has the best style. The torcher chamber was a bit too much.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,19
Jeremy England,July 2012, It was quite a drive from the airport. BEST TRIP EVER! The owner has the best style. And I would do it again! But the owner was cool. The town was very cute. I want my money back. I wish I could have stayed longer. BE WARNED! I came here for my honemoon. The place smelled very bad! This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,19
Tre' Moore,December 2017, I want my money back. I came here for my honemoon. Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,19
Taylor Anderson,May 2011, And I would do it again! I came here for my honemoon. NO INDOOR PLUMBING!! The view form the back porch was to die for. But the owner was cool. It was quite a drive from the airport. The torcher chamber was a bit too much. Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,19
Michael Chen,December 2012, The owner has the best style. I do not regret anything! This place is awesome! Very much worth it. I wish I could have stayed longer. My partner and I always wanted to visit. You can tell the owner really likes bears. BEST TRIP EVER! The torcher chamber was a bit too much. I came here for my honemoon. The town was very cute. It was quite a drive from the airport. NO INDOOR PLUMBING!! But the owner was cool. We had so much fun! But seriously tell all your friends! I want my money back. The place smelled very bad! And I would do it again! The view form the back porch was to die for.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,19
David Kim,September 2009, BE WARNED! My partner and I always wanted to visit. I wish I could have stayed longer. Very much worth it. But seriously tell all your friends! I do not regret anything! The town was very cute. The place smelled very bad! But the owner was cool. Why didn't I find this place sooner? We had so much fun! The owner wouldn't let me bring my pet bear. The owner has the best style. NO INDOOR PLUMBING!! BEST TRIP EVER! You can tell the owner really likes bears. I want my money back.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,19
Joe Buono,September 2018, It was quite a drive from the airport. NO INDOOR PLUMBING!! This place is awesome! BEST TRIP EVER! My partner and I always wanted to visit. BE WARNED! Very much worth it. The owner has the best style. I do not regret anything! The owner wouldn't let me bring my pet bear. I came here for my honemoon. I wish I could have stayed longer. I want my money back. The view form the back porch was to die for. But seriously tell all your friends! The town was very cute. The place smelled very bad! But the owner was cool. And I would do it again! Why didn't I find this place sooner? You can tell the owner really likes bears. We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,19
Nick Mendini,August 2013, You can tell the owner really likes bears. The owner wouldn't let me bring my pet bear. But the owner was cool. BE WARNED! I wish I could have stayed longer. I want my money back. The place smelled very bad! Why didn't I find this place sooner? The owner has the best style. Very much worth it. The torcher chamber was a bit too much. The town was very cute. BEST TRIP EVER! The view form the back porch was to die for. My partner and I always wanted to visit. This place is awesome! We had so much fun! But seriously tell all your friends! I do not regret anything! And I would do it again! It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,19
Zain Padela,July 2014, The view form the back porch was to die for. I came here for my honemoon. The town was very cute. But the owner was cool. This place is awesome! My partner and I always wanted to visit. But seriously tell all your friends! I do not regret anything! BE WARNED! I want my money back. Very much worth it. The place smelled very bad! The owner wouldn't let me bring my pet bear. BEST TRIP EVER! You can tell the owner really likes bears. It was quite a drive from the airport. Why didn't I find this place sooner? And I would do it again! NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,20
Matthew Morgan,September 2012, BE WARNED! But seriously tell all your friends! The owner wouldn't let me bring my pet bear. But the owner was cool. It was quite a drive from the airport. The place smelled very bad! I wish I could have stayed longer. I want my money back. NO INDOOR PLUMBING!! The torcher chamber was a bit too much. I came here for my honemoon. And I would do it again! The town was very cute. My partner and I always wanted to visit.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,20
Tyler Bailey,December 2009, Very much worth it. The owner has the best style. The town was very cute. I wish I could have stayed longer. NO INDOOR PLUMBING!! BEST TRIP EVER! I came here for my honemoon. And I would do it again! The view form the back porch was to die for. But seriously tell all your friends! It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,20
Nick Mendini,April 2016, The owner has the best style. Why didn't I find this place sooner? My partner and I always wanted to visit. I want my money back. But seriously tell all your friends! This place is awesome! We had so much fun! I came here for my honemoon. The town was very cute. BE WARNED! But the owner was cool. I wish I could have stayed longer. The torcher chamber was a bit too much. You can tell the owner really likes bears. And I would do it again! It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,20
Tyler Bailey,December 2019, And I would do it again! NO INDOOR PLUMBING!! But seriously tell all your friends! We had so much fun! Why didn't I find this place sooner? The view form the back porch was to die for. The owner has the best style. I came here for my honemoon. But the owner was cool. You can tell the owner really likes bears. BE WARNED! The torcher chamber was a bit too much. I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,21
Elene Mikaberidze,September 2017, BE WARNED! NO INDOOR PLUMBING!! But the owner was cool. BEST TRIP EVER! Very much worth it. The owner wouldn't let me bring my pet bear. The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,21
John Campbell,February 2008, BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,21
Michael Wetterauer,February 2014, I want my money back. BE WARNED! But seriously tell all your friends! You can tell the owner really likes bears. I do not regret anything! Why didn't I find this place sooner? NO INDOOR PLUMBING!! The place smelled very bad! BEST TRIP EVER! And I would do it again! I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,21
Mitch McDermott,June 2010, But the owner was cool. And I would do it again! I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,21
Fabian Yee,November 2018, The owner has the best style. The torcher chamber was a bit too much. Very much worth it. The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,21
Deb Johnson,October 2011, BE WARNED! My partner and I always wanted to visit. The owner wouldn't let me bring my pet bear. We had so much fun! This place is awesome! The owner has the best style. Why didn't I find this place sooner? The town was very cute. NO INDOOR PLUMBING!! BEST TRIP EVER! It was quite a drive from the airport. I came here for my honemoon. And I would do it again! I want my money back. The view form the back porch was to die for. The place smelled very bad! Very much worth it. I wish I could have stayed longer. But seriously tell all your friends! The torcher chamber was a bit too much. But the owner was cool. You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,22
Alysa Shin,January 2008, But seriously tell all your friends! My partner and I always wanted to visit. I wish I could have stayed longer. You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,22
Fabian Yee,August 2013, The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,22
Tyler Bailey,February 2008, I wish I could have stayed longer. My partner and I always wanted to visit. I came here for my honemoon. Why didn't I find this place sooner? This place is awesome! The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,22
Rebecca Wiegel,May 2016, BE WARNED! Why didn't I find this place sooner? Very much worth it. This place is awesome! And I would do it again! I wish I could have stayed longer. But the owner was cool. The town was very cute. My partner and I always wanted to visit.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,22
Nick Mendini,December 2008, I wish I could have stayed longer. BEST TRIP EVER! I do not regret anything! The owner wouldn't let me bring my pet bear. Why didn't I find this place sooner? BE WARNED! I want my money back. The torcher chamber was a bit too much. The town was very cute. The place smelled very bad! It was quite a drive from the airport. You can tell the owner really likes bears. My partner and I always wanted to visit. The owner has the best style. The view form the back porch was to die for. And I would do it again! Very much worth it. NO INDOOR PLUMBING!! We had so much fun! I came here for my honemoon. But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,22
Daniel Lee,October 2017, The owner has the best style. The owner wouldn't let me bring my pet bear. My partner and I always wanted to visit. The view form the back porch was to die for. NO INDOOR PLUMBING!! This place is awesome! I do not regret anything! And I would do it again! It was quite a drive from the airport. Very much worth it. BE WARNED! The place smelled very bad! But seriously tell all your friends! You can tell the owner really likes bears. I want my money back. Why didn't I find this place sooner? We had so much fun! BEST TRIP EVER! I wish I could have stayed longer. The town was very cute. I came here for my honemoon. But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,22
John Campbell,January 2020, The owner wouldn't let me bring my pet bear. I do not regret anything! The torcher chamber was a bit too much. This place is awesome! The town was very cute. I wish I could have stayed longer. I came here for my honemoon. You can tell the owner really likes bears. We had so much fun! The place smelled very bad! But the owner was cool. The view form the back porch was to die for. But seriously tell all your friends! And I would do it again! It was quite a drive from the airport. The owner has the best style. My partner and I always wanted to visit.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,23
Matthew Morgan,February 2011, But seriously tell all your friends! This place is awesome! Very much worth it. We had so much fun! I do not regret anything! The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,23
Zach McCain,November 2013, But seriously tell all your friends! I do not regret anything! The owner has the best style. NO INDOOR PLUMBING!! The place smelled very bad! BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,23
Leah Cardon,April 2009, But the owner was cool. My partner and I always wanted to visit. BE WARNED! Very much worth it. We had so much fun! I wish I could have stayed longer. It was quite a drive from the airport. I came here for my honemoon. The town was very cute. I do not regret anything! But seriously tell all your friends! BEST TRIP EVER! The place smelled very bad! This place is awesome! Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,23
Taylor Anderson,December 2015, I came here for my honemoon. Very much worth it. I do not regret anything! But seriously tell all your friends! The place smelled very bad! But the owner was cool. BEST TRIP EVER! I want my money back. BE WARNED! This place is awesome! It was quite a drive from the airport. The owner has the best style. The torcher chamber was a bit too much. Why didn't I find this place sooner? NO INDOOR PLUMBING!! The owner wouldn't let me bring my pet bear. We had so much fun! And I would do it again! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,23
Derek Warner-Reyes,April 2020, The owner has the best style. The town was very cute. It was quite a drive from the airport. BEST TRIP EVER! And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,23
Quentin McMillian,December 2009, I wish I could have stayed longer. Why didn't I find this place sooner? The view form the back porch was to die for. But the owner was cool. NO INDOOR PLUMBING!! We had so much fun! I came here for my honemoon. I do not regret anything! The owner wouldn't let me bring my pet bear. This place is awesome! BE WARNED! And I would do it again! The owner has the best style. My partner and I always wanted to visit. I want my money back.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,23
Deb Johnson,November 2013, You can tell the owner really likes bears. My partner and I always wanted to visit. The view form the back porch was to die for. The owner has the best style. BEST TRIP EVER! The torcher chamber was a bit too much. I came here for my honemoon. NO INDOOR PLUMBING!! This place is awesome! The place smelled very bad! BE WARNED! It was quite a drive from the airport. Why didn't I find this place sooner? And I would do it again! I wish I could have stayed longer. But seriously tell all your friends! I do not regret anything! We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,23
Giovani Maccagno,August 2012, The place smelled very bad! I came here for my honemoon. NO INDOOR PLUMBING!! You can tell the owner really likes bears. The owner has the best style. BE WARNED! The town was very cute. My partner and I always wanted to visit. BEST TRIP EVER! But seriously tell all your friends! I wish I could have stayed longer. It was quite a drive from the airport. I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,23
Zain Padela,August 2013, But seriously tell all your friends! And I would do it again! BE WARNED! My partner and I always wanted to visit. It was quite a drive from the airport. Why didn't I find this place sooner? We had so much fun! You can tell the owner really likes bears. The view form the back porch was to die for. The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,24
Deb Johnson,August 2020, The owner wouldn't let me bring my pet bear. Very much worth it. But seriously tell all your friends! Why didn't I find this place sooner? We had so much fun! NO INDOOR PLUMBING!! The owner has the best style. This place is awesome! And I would do it again! BEST TRIP EVER! You can tell the owner really likes bears. The torcher chamber was a bit too much. I do not regret anything! But the owner was cool. It was quite a drive from the airport. I came here for my honemoon. I want my money back. The place smelled very bad! I wish I could have stayed longer. BE WARNED! The view form the back porch was to die for. The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,24
John Anderton,August 2016, We had so much fun! The torcher chamber was a bit too much. My partner and I always wanted to visit. The owner wouldn't let me bring my pet bear. BEST TRIP EVER! It was quite a drive from the airport. BE WARNED! NO INDOOR PLUMBING!! But the owner was cool. The place smelled very bad! I came here for my honemoon. But seriously tell all your friends! The view form the back porch was to die for. I do not regret anything! The town was very cute. Very much worth it. You can tell the owner really likes bears. I wish I could have stayed longer. This place is awesome! And I would do it again! I want my money back. Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,24
Alex Sandoval,March 2011, You can tell the owner really likes bears. BE WARNED! NO INDOOR PLUMBING!! But the owner was cool. It was quite a drive from the airport. Very much worth it. The owner has the best style. But seriously tell all your friends! This place is awesome! The torcher chamber was a bit too much. Why didn't I find this place sooner? The town was very cute. I came here for my honemoon. We had so much fun! The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,25
Elene Mikaberidze,April 2015, The view form the back porch was to die for. The place smelled very bad! But the owner was cool. The torcher chamber was a bit too much. The town was very cute. We had so much fun! BEST TRIP EVER! The owner has the best style. It was quite a drive from the airport. Very much worth it. My partner and I always wanted to visit. Why didn't I find this place sooner? And I would do it again! This place is awesome! You can tell the owner really likes bears. NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,25
Michael Chen,June 2009, The town was very cute. I do not regret anything! The owner has the best style. BE WARNED! We had so much fun! I wish I could have stayed longer. My partner and I always wanted to visit. This place is awesome! The view form the back porch was to die for. The owner wouldn't let me bring my pet bear. You can tell the owner really likes bears. Very much worth it. But seriously tell all your friends! NO INDOOR PLUMBING!! BEST TRIP EVER! It was quite a drive from the airport. And I would do it again! Why didn't I find this place sooner? I want my money back. I came here for my honemoon. The torcher chamber was a bit too much. The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,25
Joe Buono,June 2010, We had so much fun! This place is awesome! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,25
Tyler Bailey,November 2016, NO INDOOR PLUMBING!! Why didn't I find this place sooner? But the owner was cool. The view form the back porch was to die for. It was quite a drive from the airport. We had so much fun! The torcher chamber was a bit too much. BEST TRIP EVER! I want my money back. But seriously tell all your friends! I do not regret anything! BE WARNED! This place is awesome! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,25
John Kelly,May 2019, But seriously tell all your friends! The owner wouldn't let me bring my pet bear. This place is awesome! We had so much fun! I wish I could have stayed longer. Very much worth it. But the owner was cool. BE WARNED! The place smelled very bad! The view form the back porch was to die for. Why didn't I find this place sooner? You can tell the owner really likes bears. The torcher chamber was a bit too much. The town was very cute. It was quite a drive from the airport. The owner has the best style. NO INDOOR PLUMBING!! I do not regret anything! BEST TRIP EVER! My partner and I always wanted to visit. I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,25
Jeremy England,October 2018, The place smelled very bad! The town was very cute. But seriously tell all your friends! The torcher chamber was a bit too much. You can tell the owner really likes bears. Why didn't I find this place sooner? The owner wouldn't let me bring my pet bear. The view form the back porch was to die for. I do not regret anything! Very much worth it. BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,25
Brandon Elzy,September 2018, But the owner was cool. The town was very cute. The view form the back porch was to die for. Very much worth it. And I would do it again! We had so much fun! The torcher chamber was a bit too much.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,25
Tre' Moore,December 2014, It was quite a drive from the airport. The town was very cute. BE WARNED! Why didn't I find this place sooner? The torcher chamber was a bit too much. Very much worth it. I wish I could have stayed longer. This place is awesome! But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,25
Michael Wetterauer,January 2020, The place smelled very bad! The view form the back porch was to die for. The town was very cute. Why didn't I find this place sooner? NO INDOOR PLUMBING!! My partner and I always wanted to visit. It was quite a drive from the airport. Very much worth it. This place is awesome! And I would do it again! You can tell the owner really likes bears. BEST TRIP EVER! BE WARNED! But seriously tell all your friends! I want my money back. But the owner was cool. The torcher chamber was a bit too much.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,25
Joe Buono,July 2020, My partner and I always wanted to visit. We had so much fun! I do not regret anything! I want my money back. I came here for my honemoon. The owner has the best style. NO INDOOR PLUMBING!! This place is awesome! It was quite a drive from the airport. The view form the back porch was to die for. But seriously tell all your friends! The torcher chamber was a bit too much. You can tell the owner really likes bears. BEST TRIP EVER! The town was very cute. BE WARNED! But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,26
Taylor Anderson,April 2011, This place is awesome! BEST TRIP EVER! NO INDOOR PLUMBING!! The torcher chamber was a bit too much. I want my money back. The town was very cute. I do not regret anything! BE WARNED! But the owner was cool. Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,26
John Campbell,December 2010, The place smelled very bad! My partner and I always wanted to visit. Very much worth it. But the owner was cool. The view form the back porch was to die for. I wish I could have stayed longer. BE WARNED! But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,26
Mitch McDermott,July 2010, Very much worth it. The view form the back porch was to die for. I wish I could have stayed longer. BEST TRIP EVER! I came here for my honemoon. My partner and I always wanted to visit. Why didn't I find this place sooner? The town was very cute. And I would do it again! The place smelled very bad! The torcher chamber was a bit too much. BE WARNED! It was quite a drive from the airport. But seriously tell all your friends! You can tell the owner really likes bears. I want my money back. I do not regret anything! The owner wouldn't let me bring my pet bear. But the owner was cool. We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,27
Dylan Ring,February 2008, This place is awesome! Why didn't I find this place sooner? I do not regret anything! I came here for my honemoon. BEST TRIP EVER! The owner has the best style. The town was very cute. Very much worth it. We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,27
Giovani Maccagno,September 2016, The view form the back porch was to die for. And I would do it again! The owner wouldn't let me bring my pet bear. BE WARNED! My partner and I always wanted to visit. The town was very cute. BEST TRIP EVER! I do not regret anything! The torcher chamber was a bit too much. We had so much fun! It was quite a drive from the airport. But the owner was cool. The owner has the best style. I came here for my honemoon. But seriously tell all your friends! NO INDOOR PLUMBING!! Very much worth it. This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,27
Michael Chen,July 2010, Very much worth it. NO INDOOR PLUMBING!! The town was very cute. My partner and I always wanted to visit. The place smelled very bad! I came here for my honemoon. The owner has the best style. And I would do it again! BEST TRIP EVER! I wish I could have stayed longer. BE WARNED! But seriously tell all your friends! The torcher chamber was a bit too much.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,27
Genaro Salinas,February 2014, We had so much fun! My partner and I always wanted to visit. The torcher chamber was a bit too much. The owner wouldn't let me bring my pet bear. I came here for my honemoon. BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,27
Zach McCain,April 2017, Why didn't I find this place sooner? It was quite a drive from the airport. The owner has the best style. The town was very cute. And I would do it again! The place smelled very bad! Very much worth it. My partner and I always wanted to visit. But the owner was cool. The owner wouldn't let me bring my pet bear. I want my money back. This place is awesome! I came here for my honemoon. We had so much fun! I wish I could have stayed longer. NO INDOOR PLUMBING!! BE WARNED! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,27
Matthew Morgan,January 2009, My partner and I always wanted to visit. I wish I could have stayed longer. But seriously tell all your friends! BE WARNED! The place smelled very bad! I came here for my honemoon. Very much worth it. You can tell the owner really likes bears. This place is awesome! But the owner was cool. The view form the back porch was to die for. It was quite a drive from the airport. And I would do it again! Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,27
Nick Mendini,August 2010, The view form the back porch was to die for. The town was very cute. We had so much fun! And I would do it again! But seriously tell all your friends! But the owner was cool. You can tell the owner really likes bears. BE WARNED! It was quite a drive from the airport. I do not regret anything! Why didn't I find this place sooner? I want my money back.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,27
Brandon Elzy,July 2009, BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,28
Elene Mikaberidze,October 2014, It was quite a drive from the airport. The town was very cute. And I would do it again! My partner and I always wanted to visit. You can tell the owner really likes bears. I want my money back. I wish I could have stayed longer. BEST TRIP EVER! This place is awesome! But the owner was cool. I do not regret anything! But seriously tell all your friends! The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,28
Zain Padela,January 2017, It was quite a drive from the airport. And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,28
Quentin McMillian,June 2020, The torcher chamber was a bit too much. My partner and I always wanted to visit. We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,28
Leah Cardon,February 2011, The view form the back porch was to die for. The owner wouldn't let me bring my pet bear. We had so much fun! I came here for my honemoon. I do not regret anything! You can tell the owner really likes bears. And I would do it again! But seriously tell all your friends! The place smelled very bad! But the owner was cool. The town was very cute. My partner and I always wanted to visit. The torcher chamber was a bit too much.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,28
Ben Rasmussen,June 2012, But the owner was cool. The owner has the best style. The torcher chamber was a bit too much. And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,28
John Anderton,September 2010, NO INDOOR PLUMBING!! Very much worth it. And I would do it again! But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,28
Dylan Ring,November 2016, The owner has the best style. We had so much fun! BEST TRIP EVER! My partner and I always wanted to visit. Why didn't I find this place sooner? Very much worth it. I want my money back. NO INDOOR PLUMBING!! But seriously tell all your friends! The place smelled very bad! The town was very cute. I wish I could have stayed longer. I came here for my honemoon. And I would do it again! You can tell the owner really likes bears. The view form the back porch was to die for.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,28
Henry Fradley,May 2010, NO INDOOR PLUMBING!! This place is awesome! And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,28
Christina Meador,December 2012, I came here for my honemoon. I do not regret anything! The place smelled very bad! The owner has the best style. Why didn't I find this place sooner? But seriously tell all your friends! Very much worth it. It was quite a drive from the airport. I wish I could have stayed longer. The town was very cute. But the owner was cool. The torcher chamber was a bit too much. NO INDOOR PLUMBING!! We had so much fun! My partner and I always wanted to visit.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,28
